text,wakati_text
"少子高齢化で労働力が減っているのに、難民受け入れをせずに問題を解消するにはどうしたらいいんだろうね？
日本の出生率を上げるしかないんだろうけど、幼稚園を増やしたり、出産した後に仕事に復帰しやすいように制度を変えたりしなきゃいけないから難しいよね",少子 高齢 化 労働 力 減る いる 難民 受け入れ する 問題 解消 する らいいん 日本 出生 率 上げる ない 幼稚園 増やす 出産 する 後 仕事 復帰 する やすい 制度 変える する ない いけない 難しい
"就活セクハラって何？朝からめっちゃ流れてくるけど

ただの地獄やん",就活 セクハラ 何？ 朝 流れる くる 地獄 やん
就活セクハラ、受けたら戦った方がいいじゃないわ個人じゃ無理だわ💢,就活 セクハラ 受ける 戦う 方 いい ない 個人 無理だ わ
"就活セクハラはけしからんと
思うんだけど
生理的に受け付けないﾌｪﾐ臭が…

 #就活セクハラ",就活 セクハラ 思う 生理 的だ 受け付ける ない 臭 就活 セクハラ
"RT @ld_blogos: 【就活セクハラ被害 実情訴える声上がる】
""「社員に夕食に誘われ、不適切なボディタッチをされた。住所を複数回に及んで聞かれた」「小さな声で話し聞き取りにくいからと近くに寄ったら、息を吹きかけられた」「大学時代に身体関係を持った人の話を聞かれた」""…",実情 訴える 声 上がる 社員 夕食 誘う れる 適切だ ボディ タッチ する れる 住所 複数 回 及ぶ 聞く れる 声 話す 聞く 取る にくい 近く 寄る 息 吹きかける られる 大学 時代 身体 関係 持つ 人 話 聞く れる
就活セクハラのせいでイライラしたから遊びに行きたいけど遊びに行く予定のせいで金があるけど金使えないのだ,就活 セクハラ せい する 遊ぶ 行く たい 遊ぶ 行く 予定 せい 金 ある 金 使える ない
"就活生に対しての企業セクハラ採用担当が
横行してるんだ〜全く接点ないから知らなかったけどかなりいるんだな〜ウンコ社会人。そんな奴にはGPS埋め込むべきだな
#就活生セクハラ",就活 生 対する 企業 セクハラ 採用 担当 横行 する る 接点 ない 知る ない いる ウンコ 社会 人 奴 埋め 込む 就活 生 セクハラ
就活セクハラって明らかにそれアカンやろってやつと、どうしても聞いておかないことには他の候補者と差別化が難しいので念のためね、念のため聞くんだけど…気を悪くしないでね？嫌だったら答えなくても大丈夫だからね？っていうやつがあって、まぁちゃんと意図含めて質問しようって話(だと思いたい),就活 セクハラ 明らかだ アカン やつ 聞く おく ない こと 候補 者 差別 化 難しい 聞く 気 悪い する 嫌だ 答える ない 大丈夫だ いう やつ ある 意図 含める 質問 する 話 思う たい
ただでさえ就活が無理なのに就活セクハラとかあるの糞な世の中だなぁ…ぴえん😢,就活 無理だ 就活 セクハラ ある 糞 世の中 えん
"就活セクハラをしてる会社名を公表すればいい。こんなセクハラしてるから優秀な外国人が採れるわけないし、女にも逃げられますよ。
まだこんなんあったのか。 
#就活ハラスメント
#ハラスメント
#おやじ
#大企業
https://t.co/hJ6qV1jwsr",就活 セクハラ する る 会社 名 公表 する いい セクハラ する る 優秀だ 外国 人 採れる わけない 女 逃げる られる ます こんなんだ ある 就活 おやじ 企業
そもそも就活セクハラされる前に彼女もできなければ就職もできないじゃん！！！！！なんてこった,就活 セクハラ する れる 前 彼女 できる ない 就職 できる ない こる
就活セクハラの番組全然観てなかったんですけどそれでも入社したほうが叩かれるんだ……セクハラクソ野郎と一生懸命就活する学生のどっちが悪いかは誰でもわかるのでは,就活 セクハラ 番組 観る ない 入社 する ほう 叩く れる 野郎 一生懸命だ 就活 する 学生 悪い 誰 わかる
就活セクハラ採用に関わるから泣き寝入りって言うけどそんなとこ不採用になってもいいでしょ、、そんなキモいやついるとこで働きたくないでしょ、、、,就活 セクハラ 採用 関わる 泣き寝入り 言う とこ 採用 なる いい キモい やつ いる とこ 働く たい ない
RT @nanoka_blog: 就活セクハラが横行中！！その就活の実態とは！？ #就活セクハラ #ブロガー学生連盟 https://t.co/68h0j5o4sT https://t.co/57yA1vEvg2,
就活のセクハラのやつ、そんなとこに就職しない方がいいって簡単に言う人いるけど、「じゃあここには就職しない！や〜めた！！」って選べるほど就活中まともな精神じゃないし、そんな簡単だったら苦しんで自殺する人もいないと思うわぁ,就活 セクハラ やつ とこ 就職 する ない 方 いい 簡単だ 言う 人 いる 就職 する ない やめる 選べる ほど 就活 中 まともだ 精神 ない 簡単だ 苦しむ 自殺 する 人 いる ない 思う
"就活セクハラ問題、「結婚出産ですぐ辞められたら困るからそれについて聞く」という合理性のある質問と、「息吹きかけやホテル誘われる等」の欲求をみたすだけの糾弾されるべきセクハラが混同されているな。
前者で騒ぐのはおかしい。企業も慈善で人雇ってるわけではなかろう。",就活 セクハラ 問題 結婚 出産 辞める られる 困る つく 聞く いう 合理 性 ある 質問 息 吹きかけ ホテル 誘う れる 等 欲求 みたす 糾弾 する れる セクハラ 混同 する れる いる 前者 騒ぐ の おかしい 企業 慈善 人 雇う る ない
"これってまさか「(就活)セクハラ」を女性だけの問題として取り上げてないですよね...?
「女性政治家の皆さんが...」という文言に非常に違和感を覚えるのですが...

女性の問題としたいばかりに男性の被害はブラックボックスに押し込むようなことになってなければ良いけれど... https://t.co/36YrqnGSGM",就活 セクハラ 女性 問題 する 取る 上げる ない ですよね 女性 政治 家 皆さん いう 文言 非常だ 違和感 覚える 女性 問題 する たい 男性 被害 ブラック ボックス 押す 込む こと なる ない 良い .
"@MaaAaa_chiii 就活ハラスメントをする会社が三流会社ってロジックガバガバじゃないすか？笑

大手も就活セクハラで問題になってたが教養がないだけ？",就活 ハラスメント する 会社 三流 会社 ない す 笑 大手 就活 セクハラ 問題 なる る 教養 ない
"んまぁ結婚の予定はそれに伴う諸々と会社側の人員の都合とかもあるから仕方ないと思うけど「売れ残っちゃうよ」は失礼だよね。君何様よ

「「就活セクハラ」に学生が対策求める みなさんの反応」  https://t.co/sPBvhnDXbU",結婚 予定 伴う 諸々 会社 側 人員 ある 仕方ない 思う 売れ残る う 失礼だ 君 何 様 就活 セクハラ 学生 対策 求める みなさん 反応
"別に就活セクハラを容認してる訳じゃないけどどこに行っても起きる事だからなー
社会人としての対応と、しっかり仕事スキル付けてセクハラ対象以外の価値を身に付けてくださいって話

ぶっちゃけあの身なりじゃ説得力ZERO",別だ 就活 セクハラ 容認 する る 訳 ない 行く 起きる 事 社会 人 する 対応 仕事 スキル 付ける セクハラ 対象 以外 価値 身 付ける くださる 話 ぶっちゃける 身なり 説得 力
"就活セクハラのやつ、企業は結婚して退職されたら〜とかの話はさ、
先に企業が志望者全員に『すぐ退職されると会社の損になります、育児休暇も困ります』みたいな通達を面接前にしたら
差別とか騒がれずに学生側から避けてくれるよ？",就活 セクハラ やつ 企業 結婚 する 退職 する れる 話 先 企業 志望 者 全員 退職 する れる 会社 損だ なる ます 育児 休暇 困る ます 通達 面接 前 する 差別 騒ぐ れる 学生 側 避ける くれる
